,context1,context2,context3,context4,context5,mutated_letter,pos1,pos2,pos3,size,value1,value2,value3,CDR1_end,CDR2_end,CDR3_end,CDR1_end,CDR2_end,CDR3_end
11904,3,2,1,2,4,2,66.0,127.0,36.0,14.0,0.142857142857,0.142857142857,0.0714285714286,105.0,177.0,318,105.0,177.0,318
11907,4,1,4,4,1,3,161.0,5.0,134.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,336,99.0,174.0,336
11908,1,3,2,2,2,1,123.0,134.0,25.0,39.0,0.0769230769231,0.0512820512821,0.0512820512821,99.0,174.0,339,99.0,174.0,339
11909,1,4,1,2,2,4,298.0,29.0,319.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,174.0,318,99.0,174.0,318
11913,4,3,3,3,3,4,320.0,33.0,131.0,20.0,0.05,0.05,0.05,99.0,174.0,324,99.0,174.0,324
11915,3,1,4,3,3,3,164.0,199.0,40.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,327,99.0,174.0,327
11917,3,3,3,2,1,4,298.0,305.0,243.0,44.0,0.0454545454545,0.0454545454545,0.0454545454545,99.0,174.0,336,99.0,174.0,336
11918,2,2,2,4,3,1,342.0,343.0,55.0,64.0,0.078125,0.078125,0.046875,99.0,171.0,321,99.0,171.0,321
11921,1,3,4,3,3,3,161.0,133.0,199.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,333,99.0,174.0,333
11922,1,2,4,1,2,3,96.0,261.0,234.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,171.0,327,99.0,171.0,327
11923,3,4,3,2,1,1,5.0,135.0,168.0,8.0,0.125,0.125,0.125,99.0,174.0,336,99.0,174.0,336
11924,3,3,1,3,4,3,136.0,119.0,71.0,11.0,0.181818181818,0.181818181818,0.0909090909091,99.0,174.0,336,99.0,174.0,336
11925,3,4,1,1,3,3,66.0,133.0,106.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,336,99.0,174.0,336
11930,2,3,3,2,2,4,273.0,290.0,67.0,38.0,0.0789473684211,0.0526315789474,0.0526315789474,99.0,174.0,333,99.0,174.0,333
11931,1,3,4,3,1,3,52.0,203.0,54.0,35.0,0.0857142857143,0.0571428571429,0.0571428571429,99.0,171.0,336,99.0,171.0,336
11933,1,3,3,3,2,4,195.0,164.0,37.0,27.0,0.037037037037,0.037037037037,0.037037037037,99.0,171.0,336,99.0,171.0,336
11935,4,2,4,2,1,3,144.0,54.0,133.0,41.0,0.0487804878049,0.0487804878049,0.0243902439024,99.0,171.0,336,99.0,171.0,336
11941,3,2,2,4,3,1,40.0,50.0,20.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,102.0,162.0,303,102.0,162.0,303
11942,2,2,1,1,3,4,225.0,66.0,3.0,19.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,174.0,348,99.0,174.0,348
11945,2,2,2,2,2,1,135.0,225.0,260.0,31.0,0.0967741935484,0.0322580645161,0.0322580645161,99.0,171.0,348,99.0,171.0,348
11946,2,1,2,2,1,1,205.0,135.0,138.0,24.0,0.166666666667,0.0416666666667,0.0416666666667,99.0,171.0,354,99.0,171.0,354
11947,1,3,4,4,2,3,118.0,232.0,125.0,100.0,0.04,0.03,0.03,99.0,171.0,354,99.0,171.0,354
11950,3,1,3,4,2,4,193.0,88.0,136.0,29.0,0.103448275862,0.0689655172414,0.0344827586207,105.0,177.0,348,105.0,177.0,348
11956,2,4,2,1,1,4,194.0,261.0,72.0,30.0,0.0333333333333,0.0333333333333,0.0333333333333,99.0,171.0,342,99.0,171.0,342
11961,2,1,3,2,1,4,14.0,60.0,64.0,19.0,0.105263157895,0.105263157895,0.0526315789474,99.0,174.0,339,99.0,174.0,339
11963,2,4,4,3,1,3,134.0,3.0,267.0,29.0,0.103448275862,0.0344827586207,0.0344827586207,99.0,174.0,339,99.0,174.0,339
11965,2,4,3,3,3,4,106.0,108.0,80.0,17.0,0.117647058824,0.117647058824,0.0588235294118,99.0,174.0,318,99.0,174.0,318
11968,2,1,3,3,3,4,123.0,76.0,141.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,174.0,342,99.0,174.0,342
11970,3,3,4,3,3,2,77.0,156.0,32.0,28.0,0.0714285714286,0.0714285714286,0.0357142857143,99.0,174.0,333,99.0,174.0,333
11972,2,4,2,4,3,1,73.0,141.0,119.0,12.0,0.166666666667,0.166666666667,0.166666666667,105.0,177.0,357,105.0,177.0,357
11973,4,2,4,3,3,1,354.0,132.0,168.0,22.0,0.0454545454545,0.0454545454545,0.0454545454545,105.0,177.0,357,105.0,177.0,357
11974,1,4,4,1,2,2,282.0,36.0,296.0,34.0,0.0294117647059,0.0294117647059,0.0294117647059,105.0,177.0,357,105.0,177.0,357
11978,3,4,2,4,2,1,71.0,23.0,19.0,69.0,0.101449275362,0.0289855072464,0.0289855072464,105.0,177.0,357,105.0,177.0,357
11991,2,2,2,4,3,4,51.0,144.0,267.0,8.0,0.25,0.125,0.125,99.0,180.0,324,99.0,180.0,324
11993,3,3,4,3,4,3,136.0,304.0,50.0,41.0,0.0487804878049,0.0487804878049,0.0487804878049,99.0,171.0,363,99.0,171.0,363
11995,1,2,2,2,3,1,193.0,36.0,168.0,37.0,0.0540540540541,0.027027027027,0.027027027027,99.0,171.0,363,99.0,171.0,363
11996,2,4,3,3,4,4,308.0,315.0,65.0,24.0,0.291666666667,0.125,0.0416666666667,99.0,174.0,318,99.0,174.0,318
11997,2,4,1,2,4,2,97.0,42.0,142.0,34.0,0.0882352941176,0.0588235294118,0.0588235294118,99.0,171.0,363,99.0,171.0,363
12005,3,4,1,2,1,2,35.0,231.0,105.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,102.0,174.0,342,102.0,174.0,342
12007,1,4,2,3,3,4,101.0,7.0,265.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,339,99.0,171.0,339
12008,2,1,2,3,3,1,271.0,68.0,260.0,53.0,0.0377358490566,0.0377358490566,0.0188679245283,99.0,171.0,318,99.0,171.0,318
12011,2,2,2,4,3,1,354.0,4.0,37.0,20.0,0.05,0.05,0.05,99.0,174.0,324,99.0,174.0,324
12012,4,3,3,3,1,2,163.0,69.0,135.0,52.0,0.0192307692308,0.0192307692308,0.0192307692308,99.0,180.0,342,99.0,180.0,342
12013,3,3,2,4,4,1,132.0,133.0,284.0,49.0,0.0612244897959,0.0408163265306,0.0408163265306,99.0,180.0,342,99.0,180.0,342
12015,1,2,2,4,4,1,83.0,133.0,132.0,62.0,0.0645161290323,0.0322580645161,0.0161290322581,99.0,180.0,342,99.0,180.0,342
12019,1,1,1,2,4,3,162.0,137.0,70.0,18.0,0.222222222222,0.222222222222,0.111111111111,99.0,174.0,351,99.0,174.0,351
12022,1,1,3,2,4,1,162.0,137.0,66.0,17.0,0.235294117647,0.235294117647,0.0588235294118,99.0,171.0,324,99.0,171.0,324
12023,4,3,2,4,1,1,97.0,214.0,246.0,29.0,0.206896551724,0.103448275862,0.103448275862,99.0,171.0,324,99.0,171.0,324
12024,1,2,2,1,4,1,203.0,166.0,167.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,336,99.0,174.0,336
12027,3,1,2,2,3,1,256.0,200.0,283.0,36.0,0.111111111111,0.111111111111,0.111111111111,99.0,173.0,323,99.0,173.0,323
12030,2,4,4,3,1,3,134.0,167.0,62.0,16.0,0.0625,0.0625,0.0625,99.0,174.0,324,99.0,174.0,324
12032,4,3,2,1,3,1,67.0,288.0,44.0,54.0,0.111111111111,0.0740740740741,0.0740740740741,99.0,174.0,351,99.0,174.0,351
12034,2,1,1,3,2,2,37.0,134.0,105.0,8.0,0.125,0.125,0.125,99.0,171.0,315,99.0,171.0,315
12036,4,2,2,2,4,1,50.0,59.0,162.0,10.0,0.1,0.1,0.1,99.0,174.0,351,99.0,174.0,351
12038,4,1,2,1,1,1,176.0,36.0,173.0,17.0,0.235294117647,0.0588235294118,0.0588235294118,99.0,174.0,351,99.0,174.0,351
12039,3,3,2,2,2,1,118.0,88.0,110.0,52.0,0.0576923076923,0.0384615384615,0.0384615384615,99.0,174.0,333,99.0,174.0,333
12045,4,2,4,2,4,3,83.0,130.0,260.0,46.0,0.0434782608696,0.0217391304348,0.0217391304348,105.0,177.0,345,105.0,177.0,345
12046,2,3,2,4,3,1,234.0,111.0,208.0,8.0,0.125,0.125,0.125,105.0,177.0,345,105.0,177.0,345
12048,4,2,3,2,2,1,302.0,72.0,160.0,28.0,0.107142857143,0.0714285714286,0.0357142857143,99.0,174.0,345,99.0,174.0,345
12052,3,2,4,2,2,3,119.0,294.0,70.0,16.0,0.125,0.0625,0.0625,99.0,174.0,342,99.0,174.0,342
12057,3,2,4,4,4,3,142.0,195.0,37.0,28.0,0.0714285714286,0.0357142857143,0.0357142857143,99.0,174.0,342,99.0,174.0,342
12061,3,2,1,1,3,2,348.0,311.0,76.0,9.0,0.333333333333,0.111111111111,0.111111111111,99.0,174.0,333,99.0,174.0,333
12062,3,1,1,3,3,2,55.0,161.0,67.0,20.0,0.1,0.05,0.05,99.0,174.0,342,99.0,174.0,342
12063,2,1,3,3,2,4,116.0,133.0,134.0,53.0,0.0377358490566,0.0188679245283,0.0188679245283,99.0,174.0,342,99.0,174.0,342
12073,1,2,2,1,4,1,344.0,56.0,329.0,19.0,0.421052631579,0.105263157895,0.105263157895,99.0,174.0,348,99.0,174.0,348
12079,3,2,2,1,3,1,114.0,200.0,265.0,22.0,0.272727272727,0.181818181818,0.0909090909091,99.0,171.0,321,99.0,171.0,321
12081,1,3,3,3,2,4,195.0,192.0,193.0,27.0,0.0740740740741,0.037037037037,0.037037037037,99.0,174.0,309,99.0,174.0,309
12082,3,1,2,4,3,1,30.0,222.0,161.0,23.0,0.0869565217391,0.0869565217391,0.0434782608696,99.0,174.0,330,99.0,174.0,330
12083,3,2,4,3,3,2,133.0,167.0,28.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,171.0,345,99.0,171.0,345
12087,3,3,3,2,2,1,193.0,91.0,258.0,52.0,0.0384615384615,0.0384615384615,0.0192307692308,105.0,177.0,333,105.0,177.0,333
12089,4,4,3,1,1,4,35.0,195.0,78.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,105.0,177.0,339,105.0,177.0,339
12092,1,2,1,1,4,2,347.0,281.0,50.0,19.0,0.421052631579,0.263157894737,0.0526315789474,99.0,174.0,348,99.0,174.0,348
12094,4,4,4,3,1,3,152.0,129.0,133.0,12.0,0.166666666667,0.0833333333333,0.0833333333333,99.0,171.0,333,99.0,171.0,333
12095,1,1,2,2,1,1,227.0,332.0,117.0,26.0,0.115384615385,0.0769230769231,0.0769230769231,99.0,174.0,312,99.0,174.0,312
12097,3,1,2,4,1,1,92.0,138.0,288.0,18.0,0.111111111111,0.111111111111,0.0555555555556,99.0,174.0,333,99.0,174.0,333
12099,4,4,4,3,3,3,164.0,229.0,73.0,55.0,0.0363636363636,0.0363636363636,0.0363636363636,99.0,174.0,333,99.0,174.0,333
12100,2,1,1,2,2,2,184.0,224.0,299.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,99.0,174.0,333,99.0,174.0,333
12104,3,1,1,3,3,2,55.0,66.0,100.0,26.0,0.153846153846,0.0384615384615,0.0384615384615,99.0,174.0,330,99.0,174.0,330
12108,3,1,3,3,4,4,29.0,7.0,40.0,19.0,0.210526315789,0.0526315789474,0.0526315789474,99.0,174.0,333,99.0,174.0,333
12112,2,3,1,1,1,3,291.0,72.0,73.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,105.0,177.0,333,105.0,177.0,333
12113,4,2,2,2,4,1,56.0,187.0,159.0,72.0,0.0555555555556,0.0416666666667,0.0277777777778,105.0,177.0,333,105.0,177.0,333
12115,2,3,3,2,2,4,270.0,184.0,289.0,21.0,0.190476190476,0.142857142857,0.047619047619,99.0,174.0,327,99.0,174.0,327
12118,3,1,2,2,2,1,49.0,240.0,66.0,39.0,0.0512820512821,0.025641025641,0.025641025641,99.0,174.0,342,99.0,174.0,342
12120,3,1,2,2,3,1,256.0,177.0,125.0,15.0,0.2,0.0666666666667,0.0666666666667,99.0,174.0,342,99.0,174.0,342
12127,2,2,3,4,3,1,189.0,274.0,45.0,40.0,0.075,0.05,0.05,99.0,174.0,348,99.0,174.0,348
12128,3,1,3,1,2,1,47.0,152.0,16.0,42.0,0.190476190476,0.047619047619,0.0238095238095,99.0,174.0,321,99.0,174.0,321
12134,2,1,2,2,1,1,205.0,199.0,13.0,17.0,0.117647058824,0.0588235294118,0.0588235294118,105.0,177.0,324,105.0,177.0,324
12136,3,3,2,1,3,1,44.0,36.0,118.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,327,99.0,174.0,327
12138,3,4,2,2,2,1,190.0,292.0,140.0,25.0,0.16,0.08,0.08,105.0,177.0,330,105.0,177.0,330
12140,3,4,3,3,4,4,298.0,240.0,195.0,113.0,0.0619469026549,0.0619469026549,0.0353982300885,102.0,174.0,324,102.0,174.0,324
12142,3,3,3,3,2,4,108.0,11.0,261.0,50.0,0.06,0.04,0.02,99.0,174.0,333,99.0,174.0,333
12143,2,2,3,2,2,4,112.0,32.0,66.0,17.0,0.117647058824,0.0588235294118,0.0588235294118,99.0,174.0,333,99.0,174.0,333
12144,3,4,4,1,2,3,96.0,36.0,139.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,333,99.0,174.0,333
12145,4,1,2,4,3,1,284.0,133.0,143.0,51.0,0.0588235294118,0.0392156862745,0.0392156862745,99.0,174.0,327,99.0,174.0,327
12149,2,1,3,3,2,4,273.0,215.0,26.0,35.0,0.171428571429,0.0857142857143,0.0571428571429,99.0,174.0,327,99.0,174.0,327
12156,1,3,4,1,3,1,155.0,54.0,134.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,171.0,318,99.0,171.0,318
12160,3,2,3,1,3,4,287.0,128.0,46.0,12.0,0.25,0.0833333333333,0.0833333333333,99.0,174.0,333,99.0,174.0,333
12163,4,2,2,1,3,1,36.0,325.0,72.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,105.0,177.0,342,105.0,177.0,342
12165,1,3,3,3,1,4,124.0,6.0,164.0,35.0,0.0571428571429,0.0285714285714,0.0285714285714,105.0,177.0,333,105.0,177.0,333
12167,2,4,2,1,2,1,206.0,64.0,98.0,16.0,0.25,0.0625,0.0625,105.0,177.0,333,105.0,177.0,333
12168,4,1,2,1,3,1,182.0,86.0,276.0,97.0,0.0618556701031,0.0309278350515,0.0309278350515,99.0,174.0,327,99.0,174.0,327
12175,3,1,2,4,2,1,57.0,77.0,305.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,171.0,330,99.0,171.0,330
12178,1,3,3,1,2,1,267.0,196.0,106.0,18.0,0.111111111111,0.0555555555556,0.0555555555556,99.0,174.0,333,99.0,174.0,333
12181,1,3,2,2,4,1,39.0,83.0,118.0,15.0,0.2,0.0666666666667,0.0666666666667,105.0,177.0,333,105.0,177.0,333
12185,4,1,4,2,4,3,157.0,180.0,86.0,49.0,0.0408163265306,0.0408163265306,0.0408163265306,105.0,177.0,357,105.0,177.0,357
12186,2,4,2,4,3,4,256.0,161.0,37.0,22.0,0.0454545454545,0.0454545454545,0.0454545454545,99.0,174.0,345,99.0,174.0,345
12190,3,3,1,4,4,2,77.0,67.0,131.0,32.0,0.0625,0.03125,0.03125,99.0,174.0,327,99.0,174.0,327
12198,2,4,3,3,4,4,361.0,155.0,181.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,102.0,162.0,300,102.0,162.0,300
12199,3,3,2,2,1,1,353.0,66.0,195.0,27.0,0.037037037037,0.037037037037,0.037037037037,102.0,162.0,300,102.0,162.0,300
12200,1,3,3,3,2,4,195.0,69.0,169.0,16.0,0.0625,0.0625,0.0625,99.0,171.0,318,99.0,171.0,318
12201,2,3,2,3,3,1,268.0,225.0,292.0,17.0,0.176470588235,0.0588235294118,0.0588235294118,99.0,174.0,348,99.0,174.0,348
12203,3,3,2,2,2,1,168.0,45.0,18.0,116.0,0.0344827586207,0.0258620689655,0.0172413793103,99.0,171.0,318,99.0,171.0,318
12206,1,1,1,4,2,3,150.0,64.0,112.0,35.0,0.0571428571429,0.0285714285714,0.0285714285714,99.0,178.0,343,99.0,178.0,343
12207,1,3,1,2,2,2,48.0,129.0,5.0,48.0,0.0416666666667,0.0208333333333,0.0208333333333,99.0,174.0,336,99.0,174.0,336
12210,2,1,3,2,2,1,257.0,98.0,43.0,16.0,0.0625,0.0625,0.0625,105.0,177.0,321,105.0,177.0,321
12211,2,1,4,4,1,3,151.0,263.0,64.0,36.0,0.0555555555556,0.0555555555556,0.0277777777778,99.0,171.0,333,99.0,171.0,333
12213,4,3,4,3,3,2,106.0,44.0,211.0,23.0,0.173913043478,0.0434782608696,0.0434782608696,99.0,174.0,336,99.0,174.0,336
12214,2,4,2,3,3,1,73.0,108.0,60.0,18.0,0.166666666667,0.0555555555556,0.0555555555556,99.0,180.0,330,99.0,180.0,330
12215,1,4,2,2,3,1,110.0,160.0,97.0,36.0,0.0833333333333,0.0277777777778,0.0277777777778,99.0,174.0,327,99.0,174.0,327
12216,3,3,2,1,1,1,125.0,208.0,136.0,9.0,0.222222222222,0.111111111111,0.111111111111,99.0,174.0,366,99.0,174.0,366
12220,4,2,4,3,1,2,263.0,130.0,99.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,102.0,177.0,324,102.0,177.0,324
12224,4,2,3,1,1,4,169.0,35.0,43.0,22.0,0.0909090909091,0.0454545454545,0.0454545454545,99.0,174.0,336,99.0,174.0,336
12225,3,4,2,3,3,1,19.0,96.0,193.0,10.0,0.4,0.1,0.1,99.0,174.0,336,99.0,174.0,336
12226,4,1,2,1,3,1,226.0,192.0,336.0,32.0,0.0625,0.03125,0.03125,99.0,174.0,351,99.0,174.0,351
12230,3,1,1,3,2,2,37.0,95.0,131.0,34.0,0.0588235294118,0.0294117647059,0.0294117647059,99.0,180.0,357,99.0,180.0,357
12231,3,2,3,1,3,4,290.0,4.0,134.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,180.0,357,99.0,180.0,357
12232,3,4,3,3,3,4,139.0,357.0,134.0,22.0,0.0454545454545,0.0454545454545,0.0454545454545,99.0,171.0,312,99.0,171.0,312
12237,2,4,3,3,3,1,21.0,119.0,70.0,22.0,0.0909090909091,0.0909090909091,0.0454545454545,105.0,177.0,348,105.0,177.0,348
12238,3,3,1,3,4,2,16.0,291.0,197.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,342,99.0,174.0,342
12240,2,2,2,4,2,1,192.0,263.0,59.0,24.0,0.125,0.0833333333333,0.0833333333333,99.0,174.0,342,99.0,174.0,342
12241,2,4,3,4,3,4,289.0,325.0,40.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,339,99.0,174.0,339
12242,4,3,3,1,4,4,76.0,355.0,113.0,36.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,339,99.0,174.0,339
12249,2,4,2,2,4,1,61.0,32.0,64.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,327,99.0,174.0,327
12251,3,1,3,4,1,4,154.0,243.0,206.0,50.0,0.1,0.08,0.08,105.0,177.0,339,105.0,177.0,339
12253,4,3,1,2,4,4,322.0,138.0,144.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,330,99.0,174.0,330
12254,3,4,3,2,1,4,66.0,67.0,36.0,16.0,0.0625,0.0625,0.0625,99.0,174.0,330,99.0,174.0,330
12256,4,1,4,4,1,3,161.0,186.0,259.0,19.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,171.0,354,99.0,171.0,354
12259,2,1,2,3,2,1,232.0,195.0,68.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,99.0,174.0,348,99.0,174.0,348
12260,3,2,1,2,4,2,66.0,165.0,296.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,348,99.0,174.0,348
12261,2,1,3,3,3,4,123.0,155.0,181.0,58.0,0.051724137931,0.0344827586207,0.0344827586207,99.0,174.0,348,99.0,174.0,348
12263,1,3,3,3,2,4,195.0,147.0,64.0,67.0,0.044776119403,0.0298507462687,0.0298507462687,99.0,174.0,348,99.0,174.0,348
12272,1,2,2,3,2,1,233.0,55.0,113.0,109.0,0.045871559633,0.0366972477064,0.0275229357798,99.0,171.0,324,99.0,171.0,324
12274,4,1,4,2,4,3,151.0,320.0,48.0,56.0,0.0357142857143,0.0178571428571,0.0178571428571,99.0,174.0,312,99.0,174.0,312
12277,1,2,4,1,2,3,180.0,60.0,66.0,77.0,0.025974025974,0.025974025974,0.025974025974,99.0,174.0,333,99.0,174.0,333
12279,1,2,1,2,3,3,270.0,203.0,138.0,12.0,0.166666666667,0.166666666667,0.0833333333333,99.0,174.0,324,99.0,174.0,324
12281,4,1,4,2,2,3,160.0,52.0,192.0,26.0,0.115384615385,0.0769230769231,0.0384615384615,102.0,162.0,303,102.0,162.0,303
12284,4,2,2,3,3,1,74.0,14.0,50.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,105.0,183.0,357,105.0,183.0,357
12287,4,4,1,4,3,2,298.0,59.0,199.0,26.0,0.153846153846,0.0384615384615,0.0384615384615,99.0,174.0,333,99.0,174.0,333
12289,2,1,4,1,2,3,159.0,302.0,271.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,333,99.0,174.0,333
12290,1,4,3,3,1,4,162.0,35.0,68.0,22.0,0.0454545454545,0.0454545454545,0.0454545454545,99.0,174.0,324,99.0,174.0,324
12293,1,4,3,3,2,4,96.0,32.0,105.0,25.0,0.12,0.08,0.08,99.0,174.0,351,99.0,174.0,351
12299,2,4,3,3,1,4,97.0,66.0,161.0,25.0,0.04,0.04,0.04,99.0,174.0,324,99.0,174.0,324
12302,4,2,2,1,3,4,192.0,225.0,219.0,23.0,0.0434782608696,0.0434782608696,0.0434782608696,99.0,174.0,354,99.0,174.0,354
12303,1,2,3,1,2,4,267.0,138.0,34.0,74.0,0.0405405405405,0.027027027027,0.027027027027,99.0,174.0,315,99.0,174.0,315
12306,3,2,2,4,3,1,40.0,82.0,106.0,10.0,0.1,0.1,0.1,102.0,174.0,330,102.0,174.0,330
12309,2,4,3,3,1,4,134.0,195.0,10.0,28.0,0.0714285714286,0.0714285714286,0.0357142857143,99.0,174.0,342,99.0,174.0,342
12313,1,1,2,4,3,1,104.0,147.0,65.0,26.0,0.115384615385,0.0769230769231,0.0769230769231,99.0,174.0,324,99.0,174.0,324
12320,1,1,2,2,2,1,352.0,34.0,67.0,21.0,0.047619047619,0.047619047619,0.047619047619,105.0,177.0,348,105.0,177.0,348
12322,1,3,2,2,3,1,262.0,35.0,135.0,10.0,0.5,0.1,0.1,99.0,174.0,321,99.0,174.0,321
12327,4,2,2,2,4,1,50.0,278.0,327.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,99.0,174.0,345,99.0,174.0,345
12328,1,3,3,4,3,4,3.0,67.0,39.0,43.0,0.0232558139535,0.0232558139535,0.0232558139535,99.0,174.0,345,99.0,174.0,345
12329,3,2,4,4,3,3,133.0,6.0,135.0,120.0,0.0166666666667,0.0166666666667,0.0166666666667,99.0,174.0,345,99.0,174.0,345
12338,4,1,2,1,2,1,80.0,227.0,165.0,28.0,0.0357142857143,0.0357142857143,0.0357142857143,99.0,174.0,321,99.0,174.0,321
12343,2,4,2,4,3,1,73.0,135.0,67.0,22.0,0.0909090909091,0.0909090909091,0.0454545454545,99.0,171.0,345,99.0,171.0,345
12345,4,2,4,2,4,2,72.0,66.0,70.0,20.0,0.1,0.05,0.05,99.0,171.0,345,99.0,171.0,345
12346,4,1,2,4,1,1,326.0,302.0,214.0,33.0,0.0606060606061,0.0606060606061,0.0606060606061,99.0,171.0,327,99.0,171.0,327
12347,2,2,2,4,2,1,186.0,138.0,12.0,66.0,0.0606060606061,0.0454545454545,0.030303030303,99.0,171.0,345,99.0,171.0,345
12352,2,4,2,2,4,1,61.0,254.0,9.0,33.0,0.121212121212,0.121212121212,0.0909090909091,99.0,174.0,327,99.0,174.0,327
12353,2,2,4,3,4,2,266.0,211.0,141.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,327,99.0,174.0,327
12360,3,3,2,4,3,1,132.0,45.0,196.0,81.0,0.037037037037,0.037037037037,0.0246913580247,105.0,177.0,333,105.0,177.0,333
12367,1,1,3,3,3,4,128.0,256.0,108.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,327,99.0,174.0,327
12368,4,3,3,3,4,4,107.0,149.0,317.0,34.0,0.147058823529,0.117647058824,0.0588235294118,99.0,174.0,321,99.0,174.0,321
12377,4,4,2,1,3,1,192.0,289.0,37.0,29.0,0.0344827586207,0.0344827586207,0.0344827586207,99.0,174.0,327,99.0,174.0,327
12379,3,3,3,2,2,4,325.0,89.0,49.0,53.0,0.0754716981132,0.0754716981132,0.0566037735849,99.0,174.0,321,99.0,174.0,321
12381,2,3,3,4,3,4,51.0,34.0,67.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,354,99.0,174.0,354
12382,2,2,4,1,4,3,158.0,83.0,235.0,42.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,354,99.0,174.0,354
12387,2,1,3,3,3,4,341.0,162.0,67.0,10.0,0.3,0.1,0.1,99.0,174.0,345,99.0,174.0,345
12391,1,3,3,4,3,4,30.0,275.0,248.0,43.0,0.116279069767,0.046511627907,0.046511627907,105.0,177.0,321,105.0,177.0,321
12392,2,4,2,2,1,1,82.0,162.0,228.0,32.0,0.0625,0.03125,0.03125,99.0,171.0,315,99.0,171.0,315
12393,4,3,4,1,2,3,270.0,187.0,227.0,15.0,0.466666666667,0.266666666667,0.0666666666667,99.0,174.0,327,99.0,174.0,327
12396,3,2,3,3,1,4,263.0,35.0,164.0,35.0,0.0285714285714,0.0285714285714,0.0285714285714,99.0,174.0,330,99.0,174.0,330
12397,1,4,2,1,3,1,101.0,224.0,104.0,90.0,0.0555555555556,0.0444444444444,0.0333333333333,99.0,174.0,330,99.0,174.0,330
12400,4,1,4,4,4,3,162.0,43.0,142.0,77.0,0.038961038961,0.038961038961,0.025974025974,99.0,174.0,339,99.0,174.0,339
12403,3,2,2,3,4,1,275.0,28.0,322.0,70.0,0.0571428571429,0.0428571428571,0.0428571428571,99.0,174.0,327,99.0,174.0,327
12407,2,1,3,1,3,4,214.0,130.0,37.0,16.0,0.1875,0.0625,0.0625,99.0,174.0,330,99.0,174.0,330
12412,1,2,3,4,4,4,327.0,133.0,136.0,27.0,0.148148148148,0.0740740740741,0.037037037037,99.0,174.0,321,99.0,174.0,321
12414,4,3,2,1,3,1,67.0,54.0,172.0,26.0,0.0769230769231,0.0769230769231,0.0769230769231,105.0,177.0,336,105.0,177.0,336
12416,2,3,4,2,2,3,222.0,55.0,34.0,511.0,0.0665362035225,0.027397260274,0.0117416829746,99.0,174.0,312,99.0,174.0,312
12418,4,3,2,1,3,1,6.0,296.0,51.0,36.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,312,99.0,174.0,312
12419,1,4,3,1,3,4,248.0,57.0,164.0,26.0,0.115384615385,0.0769230769231,0.0384615384615,99.0,174.0,330,99.0,174.0,330
12423,4,3,1,1,1,3,33.0,65.0,159.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,348,99.0,174.0,348
12424,2,2,2,4,3,1,330.0,331.0,232.0,45.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,321,99.0,174.0,321
